"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Info"
"3","0.009073822","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-62dBm","QoS Data, SN=715, FN=0, Flags=.p....F.C"
"5","0.014061598","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-62dBm","QoS Data, SN=716, FN=0, Flags=.p....F.C"
"7","0.017091330","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-63dBm","QoS Data, SN=717, FN=0, Flags=.p....F.C"
"11","0.031150450","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-63dBm","QoS Data, SN=719, FN=0, Flags=.p....F.C"
"12","0.041083127","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-62dBm","QoS Data, SN=720, FN=0, Flags=.p....F.C"
"13","0.041421515","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-62dBm","QoS Data, SN=721, FN=0, Flags=.p....F.C"
"16","0.045341236","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-63dBm","QoS Data, SN=722, FN=0, Flags=.p....F.C"
"17","0.045847491","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-63dBm","QoS Data, SN=722, FN=0, Flags=.p..R.F.C"
"18","0.046967100","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","737","-62dBm","QoS Data, SN=723, FN=0, Flags=.p....F.C"
"19","0.047292707","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-63dBm","QoS Data, SN=724, FN=0, Flags=.p....F.C"
"23","0.055085219","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-63dBm","QoS Data, SN=725, FN=0, Flags=.p....F.C"
"24","0.055715226","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-62dBm","QoS Data, SN=726, FN=0, Flags=.p....F.C"
"27","0.059082411","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-63dBm","QoS Data, SN=727, FN=0, Flags=.p....F.C"
"29","0.060863766","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1015","-62dBm","QoS Data, SN=728, FN=0, Flags=.p....F.C"
"31","0.073357112","e8:48:b8:da:df:46","Broadcast","802.11","452","-62dBm","Beacon frame, SN=131, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"34","0.085677090","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-63dBm","QoS Data, SN=729, FN=0, Flags=.p....F.C"
"35","0.086700561","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","513","-63dBm","QoS Data, SN=730, FN=0, Flags=.p....F.C"
"37","0.087588863","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-62dBm","QoS Data, SN=732, FN=0, Flags=.p....F.C"
