"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Info"
"1","0.000000000","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","197","-64dBm","QoS Data, SN=2425, FN=0, Flags=.p....F.C"
"3","0.001557603","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","197","-64dBm","QoS Data, SN=2426, FN=0, Flags=.p....F.C"
"9","0.022682125","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","193","-64dBm","QoS Data, SN=2427, FN=0, Flags=.p....F.C"
"10","0.023003234","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","193","-65dBm","QoS Data, SN=2427, FN=0, Flags=.p..R.F.C"
"11","0.023232436","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","193","-64dBm","QoS Data, SN=2427, FN=0, Flags=.p..R.F.C"
"12","0.023691421","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","193","-62dBm","QoS Data, SN=2427, FN=0, Flags=.p..R.F.C"
"14","0.027310067","e8:48:b8:da:df:46","Broadcast","802.11","452","-64dBm","Beacon frame, SN=3828, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"17","0.038706577","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","172","-64dBm","QoS Data, SN=2428, FN=0, Flags=.p....F.C"
"33","0.058110685","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-64dBm","QoS Data, SN=2429, FN=0, Flags=.p....F.C"
"35","0.065003910","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-64dBm","QoS Data, SN=2430, FN=0, Flags=.p....F.C"
"36","0.077251877","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-64dBm","QoS Data, SN=2431, FN=0, Flags=.p....F.C"
"38","0.079077941","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-64dBm","QoS Data, SN=2432, FN=0, Flags=.p....F.C"
"39","0.080205043","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-64dBm","QoS Data, SN=2433, FN=0, Flags=.p....F.C"
"41","0.081113450","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","997","-64dBm","QoS Data, SN=2434, FN=0, Flags=.p....F.C"
"42","0.081571170","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","997","-65dBm","QoS Data, SN=2434, FN=0, Flags=.p..R.F.C"
"45","0.095706070","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","197","-64dBm","QoS Data, SN=2435, FN=0, Flags=.p....F.C"
"47","0.105422856","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","197","-64dBm","QoS Data, SN=2436, FN=0, Flags=.p....F.C"
"48","0.106343309","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","193","-64dBm","QoS Data, SN=2437, FN=0, Flags=.p....F.C"
"49","0.106663990","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","193","-65dBm","QoS Data, SN=2437, FN=0, Flags=.p..R.F.C"
"52","0.129715966","e8:48:b8:da:df:46","Broadcast","802.11","452","-64dBm","Beacon frame, SN=3830, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"56","0.151605940","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-65dBm","QoS Data, SN=2439, FN=0, Flags=.p..R.F.C"
"58","0.161013212","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-64dBm","QoS Data, SN=2440, FN=0, Flags=.p....F.C"
"59","0.161482747","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-64dBm","QoS Data, SN=2440, FN=0, Flags=.p..R.F.C"
"61","0.163220293","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-64dBm","QoS Data, SN=2443, FN=0, Flags=.p....F.C"
"62","0.164945372","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-64dBm","QoS Data, SN=2445, FN=0, Flags=.p....F.C"
"65","0.166425364","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-64dBm","QoS Data, SN=2446, FN=0, Flags=.p....F.C"
"66","0.166778143","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-64dBm","QoS Data, SN=2447, FN=0, Flags=.p....F.C"
"69","0.168494434","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-64dBm","QoS Data, SN=2448, FN=0, Flags=.p....F.C"
"70","0.168496385","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","139","-64dBm","QoS Data, SN=2449, FN=0, Flags=.p....F.C"
"71","0.170212142","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-64dBm","QoS Data, SN=2450, FN=0, Flags=.p....F.C"
"73","0.172216627","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-64dBm","QoS Data, SN=2451, FN=0, Flags=.p....F.C"
"74","0.173206385","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-63dBm","QoS Data, SN=2452, FN=0, Flags=.p....F.C"
"76","0.175685904","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-63dBm","QoS Data, SN=2453, FN=0, Flags=.p....F.C"
"77","0.178498584","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-64dBm","QoS Data, SN=2454, FN=0, Flags=.p....F.C"
"79","0.180631438","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-64dBm","QoS Data, SN=2455, FN=0, Flags=.p....F.C"
"80","0.181513429","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","267","-64dBm","QoS Data, SN=2456, FN=0, Flags=.p....F.C"
"82","0.182969717","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-64dBm","QoS Data, SN=2457, FN=0, Flags=.p....F.C"
"83","0.184977176","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-63dBm","QoS Data, SN=2458, FN=0, Flags=.p....F.C"
"85","0.187686340","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","139","-64dBm","QoS Data, SN=2460, FN=0, Flags=.p....F.C"
"86","0.188465130","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-64dBm","QoS Data, SN=2461, FN=0, Flags=.p....F.C"
"88","0.190128671","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-64dBm","QoS Data, SN=2462, FN=0, Flags=.p....F.C"
"89","0.192212226","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-64dBm","QoS Data, SN=2463, FN=0, Flags=.p....F.C"
"91","0.194472704","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-64dBm","QoS Data, SN=2464, FN=0, Flags=.p....F.C"
"92","0.195709393","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-64dBm","QoS Data, SN=2465, FN=0, Flags=.p....F.C"
"93","0.196952946","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-64dBm","QoS Data, SN=2466, FN=0, Flags=.p....F.C"
"95","0.197881331","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-64dBm","QoS Data, SN=2467, FN=0, Flags=.p....F.C"
"96","0.198385674","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-64dBm","QoS Data, SN=2467, FN=0, Flags=.p..R.F.C"
"97","0.199354272","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-64dBm","QoS Data, SN=2468, FN=0, Flags=.p....F.C"
"99","0.200711031","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-64dBm","QoS Data, SN=2469, FN=0, Flags=.p....F.C"
"100","0.202206264","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-64dBm","QoS Data, SN=2471, FN=0, Flags=.p....F.C"
"101","0.202610702","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","197","-64dBm","QoS Data, SN=2472, FN=0, Flags=.p....F.C"
"103","0.203674396","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-64dBm","QoS Data, SN=2473, FN=0, Flags=.p....F.C"
"104","0.204281632","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-64dBm","QoS Data, SN=2473, FN=0, Flags=.p..R.F.C"
"105","0.205447375","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-64dBm","QoS Data, SN=2474, FN=0, Flags=.p....F.C"
"106","0.206387231","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-65dBm","QoS Data, SN=2475, FN=0, Flags=.p....F.C"
"109","0.207009669","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-64dBm","QoS Data, SN=2476, FN=0, Flags=.p....F.C"
"111","0.208707302","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-64dBm","QoS Data, SN=2477, FN=0, Flags=.p....F.C"
"113","0.216828519","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-64dBm","QoS Data, SN=2480, FN=0, Flags=.p....F.C"
"114","0.216831058","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-64dBm","QoS Data, SN=2481, FN=0, Flags=.p....F.C"
