"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Frequency","Data rate","Info"
"290","10.138262756","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=2894, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"293","10.240258182","e8:48:b8:da:df:46","Broadcast","802.11","452","-55dBm","5785MHz","6","Beacon frame, SN=2896, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"295","10.342676499","e8:48:b8:da:df:46","Broadcast","802.11","452","-55dBm","5785MHz","6","Beacon frame, SN=2898, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"297","10.445066836","e8:48:b8:da:df:46","Broadcast","802.11","452","-55dBm","5785MHz","6","Beacon frame, SN=2900, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"301","10.547456163","e8:48:b8:da:df:46","Broadcast","802.11","452","-55dBm","5785MHz","6","Beacon frame, SN=2902, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"303","10.649876945","e8:48:b8:da:df:46","Broadcast","802.11","452","-53dBm","5785MHz","6","Beacon frame, SN=2904, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"305","10.752271941","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=2906, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"307","10.854681734","e8:48:b8:da:df:46","Broadcast","802.11","452","-55dBm","5785MHz","6","Beacon frame, SN=2908, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"309","10.957084012","e8:48:b8:da:df:46","Broadcast","802.11","452","-55dBm","5785MHz","6","Beacon frame, SN=2910, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"311","11.059478963","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=2912, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"313","11.162153411","e8:48:b8:da:df:46","Broadcast","802.11","452","-55dBm","5785MHz","6","Beacon frame, SN=2914, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"315","11.264294483","e8:48:b8:da:df:46","Broadcast","802.11","452","-55dBm","5785MHz","6","Beacon frame, SN=2916, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"317","11.366680322","e8:48:b8:da:df:46","Broadcast","802.11","452","-55dBm","5785MHz","6","Beacon frame, SN=2918, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"319","11.469109672","e8:48:b8:da:df:46","Broadcast","802.11","452","-55dBm","5785MHz","6","Beacon frame, SN=2920, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"321","11.571596939","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=2922, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"323","11.673911665","e8:48:b8:da:df:46","Broadcast","802.11","452","-55dBm","5785MHz","6","Beacon frame, SN=2924, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"326","11.776344426","e8:48:b8:da:df:46","Broadcast","802.11","452","-55dBm","5785MHz","6","Beacon frame, SN=2926, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"328","11.878717825","e8:48:b8:da:df:46","Broadcast","802.11","452","-55dBm","5785MHz","6","Beacon frame, SN=2928, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"330","11.981098665","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=2930, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"332","12.083490614","e8:48:b8:da:df:46","Broadcast","802.11","452","-53dBm","5785MHz","6","Beacon frame, SN=2932, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"334","12.185951612","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=2934, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"337","12.288306291","e8:48:b8:da:df:46","Broadcast","802.11","452","-55dBm","5785MHz","6","Beacon frame, SN=2936, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"340","12.390718281","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=2938, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"342","12.493115503","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=2940, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"344","12.595515523","e8:48:b8:da:df:46","Broadcast","802.11","453","-56dBm","5785MHz","6","Beacon frame, SN=2942, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"347","12.697932894","e8:48:b8:da:df:46","Broadcast","802.11","452","-55dBm","5785MHz","6","Beacon frame, SN=2944, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"350","12.800325728","e8:48:b8:da:df:46","Broadcast","802.11","452","-55dBm","5785MHz","6","Beacon frame, SN=2946, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"353","12.902730021","e8:48:b8:da:df:46","Broadcast","802.11","452","-55dBm","5785MHz","6","Beacon frame, SN=2948, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"355","13.005143382","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=2950, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"358","13.107556046","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=2952, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"361","13.209973995","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=2954, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"363","13.312353972","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=2956, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
