"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Frequency","Data rate","Info"
"546","23.245649846","e8:48:b8:da:df:46","Broadcast","802.11","452","-58dBm","5785MHz","6","Beacon frame, SN=1987, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"548","23.348042133","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=1989, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"550","23.450418630","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=1991, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"552","23.552880266","e8:48:b8:da:df:46","Broadcast","802.11","452","-58dBm","5785MHz","6","Beacon frame, SN=1993, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"554","23.655268083","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=1995, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"556","23.757655610","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=1997, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"558","23.860051958","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=1999, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"560","23.962489319","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=2001, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"562","24.064887202","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=2003, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"564","24.167277897","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=2005, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"568","24.269665065","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=2009, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"570","24.270541227","8e:81:44:a0:eb:1c","IPv4mcast_fb","802.11","218","-56dBm","5785MHz","6","Data, SN=2011, FN=0, Flags=.pm...F.C"
"571","24.270886751","8e:81:44:a0:eb:1c","IPv6mcast_fb","802.11","238","-58dBm","5785MHz","6","Data, SN=2012, FN=0, Flags=.p....F.C"
"572","24.372074574","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=2013, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"574","24.474526566","e8:48:b8:da:df:46","Broadcast","802.11","452","-56dBm","5785MHz","6","Beacon frame, SN=2015, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"576","24.576927114","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=2017, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"579","24.679307162","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=2019, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"582","24.781700526","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=2021, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"585","24.884108960","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=2023, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"589","24.986479981","e8:48:b8:da:df:46","Broadcast","802.11","452","-57dBm","5785MHz","6","Beacon frame, SN=2025, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"591","25.088926762","e8:48:b8:da:df:46","Broadcast","802.11","452","-58dBm","5785MHz","6","Beacon frame, SN=2027, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
