"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Info"
"3","0.004812702","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-47dBm","QoS Data, SN=3801, FN=0, Flags=.p....F.C"
"4","0.005145336","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","969","-47dBm","QoS Data, SN=3802, FN=0, Flags=.p....F.C"
"6","0.008305863","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-47dBm","QoS Data, SN=3803, FN=0, Flags=.p....F.C"
"9","0.011319356","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-47dBm","QoS Data, SN=3804, FN=0, Flags=.p....F.C"
"12","0.014911919","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-47dBm","QoS Data, SN=3805, FN=0, Flags=.p....F.C"
"14","0.015983420","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-46dBm","QoS Data, SN=3807, FN=0, Flags=.p....F.C"
"18","0.017588626","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-46dBm","QoS Data, SN=3811, FN=0, Flags=.p....F.C"
"25","0.019720908","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-47dBm","QoS Data, SN=3815, FN=0, Flags=.p....F.C"
"32","0.028868336","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-47dBm","QoS Data, SN=3817, FN=0, Flags=.p....F.C"
"34","0.031284882","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-47dBm","QoS Data, SN=3818, FN=0, Flags=.p....F.C"
"36","0.034379495","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-47dBm","QoS Data, SN=3819, FN=0, Flags=.p....F.C"
"38","0.037165394","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-46dBm","QoS Data, SN=3820, FN=0, Flags=.p....F.C"
