"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Info"
"1","0.000000000","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","286","-53dBm","QoS Data, SN=1510, FN=0, Flags=.p....F.C"
"5","0.004429205","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","197","-53dBm","QoS Data, SN=1511, FN=0, Flags=.p....F.C"
"7","0.007404001","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=1512, FN=0, Flags=.p....F.C"
"10","0.011155535","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=1513, FN=0, Flags=.p....F.C"
"11","0.011709359","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-54dBm","QoS Data, SN=1513, FN=0, Flags=.p..R.F.C"
"13","0.015290631","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=1514, FN=0, Flags=.p....F.C"
"15","0.018658585","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=1515, FN=0, Flags=.p....F.C"
"17","0.019395939","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1072","-53dBm","QoS Data, SN=1517, FN=0, Flags=.p....F.C"
"22","0.023292332","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=1519, FN=0, Flags=.p....F.C"
"24","0.024051263","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=1521, FN=0, Flags=.p....F.C"
"26","0.026136913","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=1522, FN=0, Flags=.p....F.C"
"28","0.026915588","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=1524, FN=0, Flags=.p....F.C"
"31","0.029881512","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=1526, FN=0, Flags=.p....F.C"
"32","0.030205208","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-54dBm","QoS Data, SN=1527, FN=0, Flags=.p....F.C"
"33","0.030346514","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","197","-54dBm","QoS Data, SN=1528, FN=0, Flags=.p....F.C"
"34","0.030680380","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","197","-54dBm","QoS Data, SN=1528, FN=0, Flags=.p..R.F.C"
"38","0.033626002","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=1529, FN=0, Flags=.p....F.C"
"43","0.042016844","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=1530, FN=0, Flags=.p....F.C"
"44","0.043034595","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-54dBm","QoS Data, SN=1530, FN=0, Flags=.p..R.F.C"
"45","0.043637125","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-54dBm","QoS Data, SN=1530, FN=0, Flags=.p..R.F.C"
"47","0.045435907","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=1531, FN=0, Flags=.p....F.C"
"49","0.045926071","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=1531, FN=0, Flags=.p..R.F.C"
"53","0.074688942","e8:48:b8:da:df:46","Broadcast","802.11","452","-51dBm","Beacon frame, SN=281, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"57","0.080377116","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","197","-53dBm","QoS Data, SN=1533, FN=0, Flags=.p....F.C"
"59","0.106787526","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","197","-53dBm","QoS Data, SN=1534, FN=0, Flags=.p....F.C"
"61","0.124000134","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","197","-53dBm","QoS Data, SN=1535, FN=0, Flags=.p....F.C"
"62","0.124946626","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=1536, FN=0, Flags=.p....F.C"
"66","0.128934960","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=1537, FN=0, Flags=.p....F.C"
"71","0.132907272","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=1539, FN=0, Flags=.p....F.C"
"73","0.133833994","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","193","-53dBm","QoS Data, SN=1541, FN=0, Flags=.p....F.C"
"77","0.137242649","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=1542, FN=0, Flags=.p....F.C"
"80","0.141677266","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=1544, FN=0, Flags=.p....F.C"
"84","0.144940069","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-54dBm","QoS Data, SN=1546, FN=0, Flags=.p....F.C"
"85","0.145272575","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=1547, FN=0, Flags=.p....F.C"
"86","0.145606303","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-54dBm","QoS Data, SN=1548, FN=0, Flags=.p....F.C"
"90","0.149186021","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=1549, FN=0, Flags=.p....F.C"
"91","0.149188462","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","197","-53dBm","QoS Data, SN=1550, FN=0, Flags=.p....F.C"
"92","0.149568712","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-54dBm","QoS Data, SN=1549, FN=0, Flags=.p..R.F.C"
"94","0.152912940","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=1551, FN=0, Flags=.p....F.C"
"96","0.153475475","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-54dBm","QoS Data, SN=1552, FN=0, Flags=.p..R.F.C"
