"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Info"
"2","0.001033301","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2455, FN=0, Flags=.p....F.C"
"3","0.001361902","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=2456, FN=0, Flags=.p....F.C"
"5","0.003842188","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2457, FN=0, Flags=.p....F.C"
"6","0.004376243","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2457, FN=0, Flags=.p..R.F.C"
"10","0.006816804","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2458, FN=0, Flags=.p....F.C"
"11","0.007142507","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-54dBm","QoS Data, SN=2459, FN=0, Flags=.p....F.C"
"12","0.009294053","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2460, FN=0, Flags=.p....F.C"
"15","0.012272797","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2461, FN=0, Flags=.p....F.C"
"16","0.012654799","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2462, FN=0, Flags=.p....F.C"
"17","0.012743788","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-54dBm","QoS Data, SN=2463, FN=0, Flags=.p....F.C"
"18","0.013129273","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-54dBm","QoS Data, SN=2463, FN=0, Flags=.p..R.F.C"
"24","0.015990715","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2464, FN=0, Flags=.p....F.C"
"29","0.017983968","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2466, FN=0, Flags=.p....F.C"
"31","0.018569687","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2467, FN=0, Flags=.p..R.F.C"
"32","0.019127158","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2467, FN=0, Flags=.p..R.F.C"
"34","0.019854325","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2467, FN=0, Flags=.p..R.F.C"
"36","0.020861914","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-52dBm","QoS Data, SN=2467, FN=0, Flags=.p..R.F.C"
"42","0.023213635","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-52dBm","QoS Data, SN=2467, FN=0, Flags=.p..R.F.C"
"44","0.024407699","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2469, FN=0, Flags=.p....F.C"
"45","0.024409024","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-54dBm","QoS Data, SN=2470, FN=0, Flags=.p....F.C"
"48","0.025216904","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2469, FN=0, Flags=.p..R.F.C"
"50","0.026067143","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-51dBm","QoS Data, SN=2473, FN=0, Flags=.p....F.C"
"57","0.028447309","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-54dBm","QoS Data, SN=2475, FN=0, Flags=.p....F.C"
"58","0.028977763","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-54dBm","QoS Data, SN=2475, FN=0, Flags=.p..R.F.C"
"60","0.030014536","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2477, FN=0, Flags=.p....F.C"
"61","0.030566751","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2477, FN=0, Flags=.p..R.F.C"
"70","0.033021992","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2478, FN=0, Flags=.p....F.C"
"72","0.035104515","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-54dBm","QoS Data, SN=2479, FN=0, Flags=.p....F.C"
"73","0.035105697","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-54dBm","QoS Data, SN=2480, FN=0, Flags=.p....F.C"
"74","0.035527992","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-54dBm","QoS Data, SN=2481, FN=0, Flags=.p....F.C"
"77","0.036386558","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2482, FN=0, Flags=.p..R.F.C"
"83","0.038490520","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2484, FN=0, Flags=.p....F.C"
"85","0.039106389","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2484, FN=0, Flags=.p..R.F.C"
"94","0.041500038","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2486, FN=0, Flags=.p....F.C"
"96","0.042317858","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=2488, FN=0, Flags=.p....F.C"
"97","0.042444433","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-53dBm","QoS Data, SN=2489, FN=0, Flags=.p....F.C"
"98","0.042806445","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2490, FN=0, Flags=.p....F.C"
"99","0.042807461","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-54dBm","QoS Data, SN=2491, FN=0, Flags=.p....F.C"
"106","0.045708317","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2493, FN=0, Flags=.p....F.C"
"108","0.046422681","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2493, FN=0, Flags=.p..R.F.C"
"118","0.048858925","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-54dBm","QoS Data, SN=2495, FN=0, Flags=.p....F.C"
"124","0.050635073","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2497, FN=0, Flags=.p....F.C"
"125","0.050943154","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2498, FN=0, Flags=.p....F.C"
"128","0.053274322","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-54dBm","QoS Data, SN=2499, FN=0, Flags=.p....F.C"
"129","0.053833159","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-54dBm","QoS Data, SN=2499, FN=0, Flags=.p..R.F.C"
"133","0.055089894","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2501, FN=0, Flags=.p....F.C"
"135","0.055810607","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","197","-54dBm","QoS Data, SN=2502, FN=0, Flags=.p....F.C"
"136","0.056212628","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2503, FN=0, Flags=.p....F.C"
"138","0.060860440","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2504, FN=0, Flags=.p....F.C"
"139","0.061400602","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2504, FN=0, Flags=.p..R.F.C"
"140","0.061402602","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-54dBm","QoS Data, SN=2505, FN=0, Flags=.p....F.C"
"141","0.061968108","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-54dBm","QoS Data, SN=2506, FN=0, Flags=.p....F.C"
"144","0.062784793","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2507, FN=0, Flags=.p..R.F.C"
"149","0.064524775","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2509, FN=0, Flags=.p....F.C"
"150","0.064885975","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2510, FN=0, Flags=.p....F.C"
"155","0.067364763","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-54dBm","QoS Data, SN=2511, FN=0, Flags=.p....F.C"
"156","0.067366835","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-54dBm","QoS Data, SN=2512, FN=0, Flags=.p....F.C"
"157","0.067704137","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-54dBm","QoS Data, SN=2511, FN=0, Flags=.p..R.F.C"
"158","0.068281490","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-55dBm","QoS Data, SN=2511, FN=0, Flags=.p..R.F.C"
"159","0.069852960","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-51dBm","QoS Data, SN=2513, FN=0, Flags=.p....F.C"
"160","0.069937921","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-54dBm","QoS Data, SN=2514, FN=0, Flags=.p....F.C"
"161","0.070342140","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2515, FN=0, Flags=.p....F.C"
"170","0.072930611","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2516, FN=0, Flags=.p....F.C"
"175","0.075226661","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2518, FN=0, Flags=.p....F.C"
"176","0.075573306","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-54dBm","QoS Data, SN=2519, FN=0, Flags=.p....F.C"
