"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Info"
"2","0.002412551","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=459, FN=0, Flags=.p....F.C"
"4","0.003207259","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-54dBm","QoS Data, SN=459, FN=0, Flags=.p..R.F.C"
"7","0.006034781","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-53dBm","QoS Data, SN=461, FN=0, Flags=.p....F.C"
"8","0.006348377","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-54dBm","QoS Data, SN=462, FN=0, Flags=.p....F.C"
"16","0.008419007","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-54dBm","QoS Data, SN=470, FN=0, Flags=.p....F.C"
"17","0.008737692","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-54dBm","QoS Data, SN=471, FN=0, Flags=.p....F.C"
"20","0.009577256","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-54dBm","QoS Data, SN=471, FN=0, Flags=.p..R.F.C"
"22","0.011184995","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=474, FN=0, Flags=.p....F.C"
"24","0.012287329","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-53dBm","QoS Data, SN=475, FN=0, Flags=.p....F.C"
"26","0.013166661","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-51dBm","QoS Data, SN=477, FN=0, Flags=.p....F.C"
"28","0.013763312","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-53dBm","QoS Data, SN=478, FN=0, Flags=.p..R.F.C"
"29","0.014093686","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-54dBm","QoS Data, SN=479, FN=0, Flags=.p....F.C"
