"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Info"
"1","0.000000000","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-49dBm","QoS Data, SN=3987, FN=0, Flags=.p....F.C"
"3","0.000632164","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-52dBm","QoS Data, SN=3988, FN=0, Flags=.p..R.F.C"
"5","0.002758730","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-50dBm","QoS Data, SN=3989, FN=0, Flags=.p....F.C"
"7","0.003344419","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-52dBm","QoS Data, SN=3989, FN=0, Flags=.p..R.F.C"
"8","0.003830261","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-53dBm","QoS Data, SN=3989, FN=0, Flags=.p..R.F.C"
"9","0.004584236","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-48dBm","QoS Data, SN=3989, FN=0, Flags=.p..R.F.C"
"10","0.005509375","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-49dBm","QoS Data, SN=3991, FN=0, Flags=.p....F.C"
"12","0.006089225","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-49dBm","QoS Data, SN=3992, FN=0, Flags=.p..R.F.C"
"14","0.008252191","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-52dBm","QoS Data, SN=3993, FN=0, Flags=.p....F.C"
"17","0.009390774","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1483","-52dBm","QoS Data, SN=3995, FN=0, Flags=.p....F.C"
"19","0.010999842","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-52dBm","QoS Data, SN=3997, FN=0, Flags=.p....F.C"
"20","0.011506496","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-53dBm","QoS Data, SN=3997, FN=0, Flags=.p..R.F.C"
"27","0.013741686","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-52dBm","QoS Data, SN=3999, FN=0, Flags=.p....F.C"
"28","0.013742878","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","185","-52dBm","QoS Data, SN=4000, FN=0, Flags=.p....F.C"
"29","0.014361949","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-52dBm","QoS Data, SN=4001, FN=0, Flags=.p....F.C"
"36","0.016523034","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-52dBm","QoS Data, SN=4005, FN=0, Flags=.p....F.C"
"38","0.017354190","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-52dBm","QoS Data, SN=4007, FN=0, Flags=.p....F.C"
"39","0.017355420","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","197","-52dBm","QoS Data, SN=4008, FN=0, Flags=.p....F.C"
"43","0.019301327","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-52dBm","QoS Data, SN=4010, FN=0, Flags=.p....F.C"
"45","0.019944067","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1563","-52dBm","QoS Data, SN=4010, FN=0, Flags=.p..R.F.C"
"46","0.020442498","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-49dBm","QoS Data, SN=4012, FN=0, Flags=.p....F.C"
"47","0.020964734","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=4012, FN=0, Flags=.p..R.F.C"
"51","0.022101161","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","725","-52dBm","QoS Data, SN=4013, FN=0, Flags=.p....F.C"
"54","0.024822430","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-50dBm","QoS Data, SN=4014, FN=0, Flags=.p....F.C"
"55","0.025106627","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-52dBm","QoS Data, SN=4015, FN=0, Flags=.p....F.C"
"56","0.025569883","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-53dBm","QoS Data, SN=4016, FN=0, Flags=.p....F.C"
"57","0.027899944","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-52dBm","QoS Data, SN=4017, FN=0, Flags=.p....F.C"
"58","0.028416286","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-53dBm","QoS Data, SN=4017, FN=0, Flags=.p..R.F.C"
"62","0.030312717","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-50dBm","QoS Data, SN=4018, FN=0, Flags=.p....F.C"
"63","0.030676260","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-53dBm","QoS Data, SN=4019, FN=0, Flags=.p....F.C"
"64","0.031306592","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-52dBm","QoS Data, SN=4019, FN=0, Flags=.p..R.F.C"
"71","0.033105206","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-53dBm","QoS Data, SN=4019, FN=0, Flags=.p..R.F.C"
