"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Info"
"1","0.000000000","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-53dBm","QoS Data, SN=37, FN=0, Flags=.p....F.C"
"3","0.000764615","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-53dBm","QoS Data, SN=37, FN=0, Flags=.p..R.F.C"
"6","0.002656771","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1057","-53dBm","QoS Data, SN=39, FN=0, Flags=.p....F.C"
"7","0.003025011","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-53dBm","QoS Data, SN=40, FN=0, Flags=.p....F.C"
"9","0.005448397","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=41, FN=0, Flags=.p....F.C"
"10","0.006006779","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=41, FN=0, Flags=.p..R.F.C"
"12","0.006701510","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-51dBm","QoS Data, SN=41, FN=0, Flags=.p..R.F.C"
"14","0.007603159","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-49dBm","QoS Data, SN=41, FN=0, Flags=.p..R.F.C"
"16","0.009076114","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-50dBm","QoS Data, SN=43, FN=0, Flags=.p....F.C"
"20","0.011232116","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-51dBm","QoS Data, SN=46, FN=0, Flags=.p....F.C"
"21","0.011695991","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=46, FN=0, Flags=.p..R.F.C"
"22","0.012197609","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-51dBm","QoS Data, SN=46, FN=0, Flags=.p..R.F.C"
"27","0.014053134","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=47, FN=0, Flags=.p....F.C"
"29","0.014391808","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","942","-53dBm","QoS Data, SN=48, FN=0, Flags=.p..R.F.C"
