"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Info"
"2","0.002602500","e8:48:b8:da:df:46","Broadcast","802.11","452","-49dBm","Beacon frame, SN=2545, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"5","0.010225818","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-54dBm","QoS Data, SN=1844, FN=0, Flags=.p....F.C"
"7","0.018608314","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","705","-54dBm","QoS Data, SN=1845, FN=0, Flags=.p....F.C"
"10","0.021357336","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","709","-54dBm","QoS Data, SN=1846, FN=0, Flags=.p....F.C"
"13","0.024259964","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","QoS Data, SN=1848, FN=0, Flags=.p....F.C"
"15","0.025112764","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-51dBm","QoS Data, SN=1850, FN=0, Flags=.p....F.C"
"16","0.025668541","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-54dBm","QoS Data, SN=1850, FN=0, Flags=.p..R.F.C"
"17","0.027043992","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-54dBm","QoS Data, SN=1851, FN=0, Flags=.p....F.C"
"21","0.030029320","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-51dBm","QoS Data, SN=1852, FN=0, Flags=.p....F.C"
"22","0.030087502","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","143","-53dBm","QoS Data, SN=1853, FN=0, Flags=.p....F.C"
"26","0.035255306","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-51dBm","QoS Data, SN=1854, FN=0, Flags=.p....F.C"
"29","0.038149228","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-53dBm","QoS Data, SN=1855, FN=0, Flags=.p....F.C"
"32","0.074530038","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-55dBm","QoS Data, SN=1856, FN=0, Flags=.p....F.C"
"34","0.079259011","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-54dBm","QoS Data, SN=1857, FN=0, Flags=.p....F.C"
"36","0.082405948","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-55dBm","QoS Data, SN=1858, FN=0, Flags=.p....F.C"
"38","0.084756498","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-54dBm","QoS Data, SN=1860, FN=0, Flags=.p....F.C"
"41","0.087502097","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-54dBm","QoS Data, SN=1861, FN=0, Flags=.p....F.C"
"43","0.092759244","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","193","-54dBm","QoS Data, SN=1862, FN=0, Flags=.p....F.C"
"45","0.095749315","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-54dBm","QoS Data, SN=1863, FN=0, Flags=.p....F.C"
"46","0.096095457","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-55dBm","QoS Data, SN=1864, FN=0, Flags=.p....F.C"
"48","0.098650632","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","QoS Data, SN=1865, FN=0, Flags=.p....F.C"
"52","0.105061198","e8:48:b8:da:df:46","Broadcast","802.11","452","-49dBm","Beacon frame, SN=2547, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"54","0.107215824","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-53dBm","QoS Data, SN=1867, FN=0, Flags=.p....F.C"
"57","0.114996249","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-53dBm","QoS Data, SN=1869, FN=0, Flags=.p....F.C"
"59","0.117739293","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","QoS Data, SN=1871, FN=0, Flags=.p....F.C"
"61","0.118639386","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","QoS Data, SN=1873, FN=0, Flags=.p....F.C"
"65","0.120500145","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","QoS Data, SN=1876, FN=0, Flags=.p....F.C"
"68","0.121801545","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","QoS Data, SN=1878, FN=0, Flags=.p....F.C"
"71","0.123229440","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","QoS Data, SN=1880, FN=0, Flags=.p....F.C"
"73","0.123939299","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-55dBm","QoS Data, SN=1882, FN=0, Flags=.p....F.C"
"81","0.125991200","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-54dBm","QoS Data, SN=1888, FN=0, Flags=.p....F.C"
"82","0.126348322","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","QoS Data, SN=1889, FN=0, Flags=.p....F.C"
"87","0.128736093","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","QoS Data, SN=1890, FN=0, Flags=.p....F.C"
"91","0.129950256","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","QoS Data, SN=1892, FN=0, Flags=.p....F.C"
"92","0.131481506","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","QoS Data, SN=1893, FN=0, Flags=.p....F.C"
"96","0.134240768","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","QoS Data, SN=1895, FN=0, Flags=.p....F.C"
"98","0.135292217","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","QoS Data, SN=1897, FN=0, Flags=.p....F.C"
"101","0.137231909","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-55dBm","QoS Data, SN=1899, FN=0, Flags=.p....F.C"
"102","0.139983653","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-55dBm","QoS Data, SN=1900, FN=0, Flags=.p....F.C"
"104","0.140825027","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","QoS Data, SN=1902, FN=0, Flags=.p....F.C"
"113","0.145411913","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","QoS Data, SN=1905, FN=0, Flags=.p....F.C"
"115","0.153816192","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","QoS Data, SN=1906, FN=0, Flags=.p....F.C"
"116","0.156268713","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","QoS Data, SN=1907, FN=0, Flags=.p....F.C"
"118","0.164779736","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-55dBm","QoS Data, SN=1908, FN=0, Flags=.p....F.C"
"119","0.166641309","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-55dBm","QoS Data, SN=1909, FN=0, Flags=.p....F.C"
"120","0.167086973","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-56dBm","QoS Data, SN=1910, FN=0, Flags=.p....F.C"
"121","0.167585154","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-56dBm","QoS Data, SN=1910, FN=0, Flags=.p..R.F.C"
"124","0.169982284","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-56dBm","QoS Data, SN=1912, FN=0, Flags=.p....F.C"
"125","0.170564852","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-56dBm","QoS Data, SN=1912, FN=0, Flags=.p..R.F.C"
"127","0.171311427","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-56dBm","QoS Data, SN=1912, FN=0, Flags=.p..R.F.C"
"133","0.175815113","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-55dBm","QoS Data, SN=1914, FN=0, Flags=.p....F.C"
"134","0.176134917","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-56dBm","QoS Data, SN=1914, FN=0, Flags=.p..R.F.C"
"136","0.178082810","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","197","-55dBm","QoS Data, SN=1915, FN=0, Flags=.p....F.C"
"138","0.183967971","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-55dBm","QoS Data, SN=1916, FN=0, Flags=.p....F.C"
"140","0.186516775","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-55dBm","QoS Data, SN=1917, FN=0, Flags=.p....F.C"
