"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Info"
"2","0.000537568","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-50dBm","QoS Data, SN=3356, FN=0, Flags=.p....F.C"
"3","0.000669252","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-51dBm","QoS Data, SN=3357, FN=0, Flags=.p....F.C"
"4","0.001218695","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-53dBm","QoS Data, SN=3357, FN=0, Flags=.p..R.F.C"
"7","0.003491034","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-50dBm","QoS Data, SN=3358, FN=0, Flags=.p....F.C"
"9","0.004378708","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-50dBm","QoS Data, SN=3360, FN=0, Flags=.p....F.C"
"23","0.009598060","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-51dBm","QoS Data, SN=3363, FN=0, Flags=.p....F.C"
"25","0.010419111","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-53dBm","QoS Data, SN=3365, FN=0, Flags=.p....F.C"
"32","0.013833964","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-48dBm","QoS Data, SN=3370, FN=0, Flags=.p....F.C"
"35","0.014855567","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-50dBm","QoS Data, SN=3371, FN=0, Flags=.p....F.C"
"36","0.014856624","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-50dBm","QoS Data, SN=3372, FN=0, Flags=.p....F.C"
"44","0.017424272","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-50dBm","QoS Data, SN=3373, FN=0, Flags=.p....F.C"
"46","0.018189013","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-50dBm","QoS Data, SN=3375, FN=0, Flags=.p....F.C"
"47","0.018189699","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","139","-50dBm","QoS Data, SN=3376, FN=0, Flags=.p....F.C"
"52","0.020220588","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=3377, FN=0, Flags=.p....F.C"
"60","0.022740131","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=3379, FN=0, Flags=.p....F.C"
"63","0.025731929","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-49dBm","QoS Data, SN=3381, FN=0, Flags=.p....F.C"
"65","0.026326263","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-50dBm","QoS Data, SN=3383, FN=0, Flags=.p....F.C"
"68","0.028479215","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=3385, FN=0, Flags=.p....F.C"
"69","0.028480646","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-53dBm","QoS Data, SN=3386, FN=0, Flags=.p....F.C"
"70","0.029113386","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-50dBm","QoS Data, SN=3387, FN=0, Flags=.p....F.C"
"74","0.031583776","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=3388, FN=0, Flags=.p....F.C"
"76","0.033394247","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-50dBm","QoS Data, SN=3388, FN=0, Flags=.p..R.F.C"
"77","0.034618162","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-50dBm","QoS Data, SN=3389, FN=0, Flags=.p....F.C"
"79","0.036563941","e8:48:b8:da:df:46","Broadcast","802.11","452","-48dBm","Beacon frame, SN=1828, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"81","0.037506081","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-50dBm","QoS Data, SN=3390, FN=0, Flags=.p....F.C"
"86","0.039737241","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-53dBm","QoS Data, SN=3392, FN=0, Flags=.p....F.C"
"88","0.040286364","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-51dBm","QoS Data, SN=3392, FN=0, Flags=.p..R.F.C"
"90","0.041093564","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-50dBm","QoS Data, SN=3394, FN=0, Flags=.p....F.C"
"96","0.042889547","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=3397, FN=0, Flags=.p....F.C"
"97","0.042890141","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","197","-53dBm","QoS Data, SN=3398, FN=0, Flags=.p....F.C"
"98","0.043438818","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-50dBm","QoS Data, SN=3399, FN=0, Flags=.p....F.C"
"102","0.045034480","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-52dBm","QoS Data, SN=3400, FN=0, Flags=.p....F.C"
"105","0.045854022","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","197","-50dBm","QoS Data, SN=3402, FN=0, Flags=.p....F.C"
"109","0.047973200","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-50dBm","QoS Data, SN=3403, FN=0, Flags=.p....F.C"
"112","0.048933503","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-50dBm","QoS Data, SN=3403, FN=0, Flags=.p..R.F.C"
"114","0.049984504","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-50dBm","QoS Data, SN=3405, FN=0, Flags=.p....F.C"
"115","0.050263089","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-50dBm","QoS Data, SN=3406, FN=0, Flags=.p....F.C"
"116","0.050636687","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-51dBm","QoS Data, SN=3407, FN=0, Flags=.p....F.C"
"117","0.051143009","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=3407, FN=0, Flags=.p..R.F.C"
"120","0.052196786","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=3407, FN=0, Flags=.p..R.F.C"
"121","0.052982492","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-52dBm","QoS Data, SN=3408, FN=0, Flags=.p....F.C"
"122","0.052983076","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-52dBm","QoS Data, SN=3409, FN=0, Flags=.p....F.C"
"123","0.053403667","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-50dBm","QoS Data, SN=3410, FN=0, Flags=.p....F.C"
"130","0.057221427","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-53dBm","QoS Data, SN=3411, FN=0, Flags=.p....F.C"
"132","0.057634327","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-50dBm","QoS Data, SN=3413, FN=0, Flags=.p....F.C"
"133","0.058262559","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","197","-50dBm","QoS Data, SN=3414, FN=0, Flags=.p....F.C"
"136","0.061006214","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-53dBm","QoS Data, SN=3415, FN=0, Flags=.p....F.C"
"137","0.063750145","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-53dBm","QoS Data, SN=3416, FN=0, Flags=.p....F.C"
"139","0.069268540","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","197","-49dBm","QoS Data, SN=3417, FN=0, Flags=.p....F.C"
"141","0.097375141","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","197","-49dBm","QoS Data, SN=3418, FN=0, Flags=.p....F.C"
"143","0.105332008","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-49dBm","QoS Data, SN=3419, FN=0, Flags=.p....F.C"
"144","0.105785231","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1431","-52dBm","QoS Data, SN=3420, FN=0, Flags=.p....F.C"
"149","0.113587294","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","197","-50dBm","QoS Data, SN=3421, FN=0, Flags=.p....F.C"
"150","0.113774081","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","193","-50dBm","QoS Data, SN=3422, FN=0, Flags=.p....F.C"
