"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Frequency","Data rate","Info"
"278","0.927140491","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-63dBm","5785MHz","57.7778","QoS Data, SN=2078, FN=0, Flags=.p..R.F.C"
"279","0.927693025","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-62dBm","5785MHz","57.7778","QoS Data, SN=2078, FN=0, Flags=.p..R.F.C"
"280","0.929427923","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","197","-62dBm","5785MHz","57.7778","QoS Data, SN=2079, FN=0, Flags=.p....F.C"
"282","0.931933136","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","197","-62dBm","5785MHz","57.7778","QoS Data, SN=2080, FN=0, Flags=.p....F.C"
"283","0.932477306","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-62dBm","5785MHz","57.7778","QoS Data, SN=2081, FN=0, Flags=.p....F.C"
"286","0.951831108","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-62dBm","5785MHz","57.7778","QoS Data, SN=2083, FN=0, Flags=.p....F.C"
"288","0.954414069","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-62dBm","5785MHz","57.7778","QoS Data, SN=2084, FN=0, Flags=.p....F.C"
"289","0.959885107","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","197","-62dBm","5785MHz","57.7778","QoS Data, SN=2085, FN=0, Flags=.p....F.C"
"291","0.965647655","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-62dBm","5785MHz","57.7778","QoS Data, SN=2086, FN=0, Flags=.p....F.C"
"295","0.979610447","e8:48:b8:da:df:46","Broadcast","802.11","452","-62dBm","5785MHz","6","Beacon frame, SN=4094, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"297","0.980724536","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-62dBm","5785MHz","57.7778","QoS Data, SN=2087, FN=0, Flags=.p....F.C"
"298","0.984099999","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","197","-62dBm","5785MHz","57.7778","QoS Data, SN=2088, FN=0, Flags=.p....F.C"
"299","0.984439379","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-62dBm","5785MHz","57.7778","QoS Data, SN=2089, FN=0, Flags=.p....F.C"
"302","0.989449780","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","197","-62dBm","5785MHz","57.7778","QoS Data, SN=2090, FN=0, Flags=.p....F.C"
"303","0.989798034","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","197","-62dBm","5785MHz","57.7778","QoS Data, SN=2090, FN=0, Flags=.p..R.F.C"
"305","1.001911055","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-62dBm","5785MHz","57.7778","QoS Data, SN=2092, FN=0, Flags=.p....F.C"
