"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Frequency","Data rate","Info"
"31","0.009869537","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","5785MHz","28.8889","QoS Data, SN=2441, FN=0, Flags=.p..R.F.C"
"39","0.012467723","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","147","-53dBm","5785MHz","28.8889","QoS Data, SN=2449, FN=0, Flags=.p....F.C"
"47","0.015491312","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-53dBm","5785MHz","28.8889","QoS Data, SN=2457, FN=0, Flags=.p....F.C"
"58","0.019722718","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-54dBm","5785MHz","28.8889","QoS Data, SN=2465, FN=0, Flags=.p....F.C"
"63","0.022110146","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-53dBm","5785MHz","28.8889","QoS Data, SN=2470, FN=0, Flags=.p....F.C"
"71","0.025222929","e8:48:b8:da:df:46","Broadcast","802.11","453","-56dBm","5785MHz","6","Beacon frame, SN=3039, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"80","0.028419204","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","5785MHz","28.8889","QoS Data, SN=2471, FN=0, Flags=.p....F.C"
"126","0.041764073","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","5785MHz","28.8889","QoS Data, SN=2473, FN=0, Flags=.p....F.C"
"127","0.041765324","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-54dBm","5785MHz","28.8889","QoS Data, SN=2474, FN=0, Flags=.p....F.C"
"128","0.042493635","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","5785MHz","28.8889","QoS Data, SN=2475, FN=0, Flags=.p....F.C"
"153","0.046754954","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","5785MHz","28.8889","QoS Data, SN=2482, FN=0, Flags=.p....F.C"
"159","0.049359788","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","5785MHz","28.8889","QoS Data, SN=2484, FN=0, Flags=.p....F.C"
"160","0.050208336","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","5785MHz","28.8889","QoS Data, SN=2484, FN=0, Flags=.p..R.F.C"
"172","0.055654389","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","5785MHz","28.8889","QoS Data, SN=2486, FN=0, Flags=.p....F.C"
"173","0.056406195","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","5785MHz","28.8889","QoS Data, SN=2487, FN=0, Flags=.p....F.C"
"187","0.059423663","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","5785MHz","28.8889","QoS Data, SN=2487, FN=0, Flags=.p..R.F.C"
"189","0.060623804","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","5785MHz","28.8889","QoS Data, SN=2489, FN=0, Flags=.p....F.C"
"192","0.061917324","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","5785MHz","28.8889","QoS Data, SN=2489, FN=0, Flags=.p..R.F.C"
"195","0.063229761","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","5785MHz","28.8889","QoS Data, SN=2492, FN=0, Flags=.p....F.C"
"196","0.063838759","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","5785MHz","28.8889","QoS Data, SN=2493, FN=0, Flags=.p....F.C"
"202","0.067139687","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-53dBm","5785MHz","28.8889","QoS Data, SN=2494, FN=0, Flags=.p....F.C"
