"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Frequency","Data rate","Info"
"12179","3.614359179","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-54dBm","5785MHz","43.3333","QoS Data, SN=676, FN=0, Flags=.p....F.C"
"12185","3.616102736","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-55dBm","5785MHz","43.3333","QoS Data, SN=682, FN=0, Flags=.p....F.C"
"12187","3.617100051","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-54dBm","5785MHz","43.3333","QoS Data, SN=682, FN=0, Flags=.p..R.F.C"
"12189","3.617853618","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-54dBm","5785MHz","43.3333","QoS Data, SN=684, FN=0, Flags=.p....F.C"
"12220","3.627394814","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1583","-53dBm","5785MHz","43.3333","QoS Data, SN=684, FN=0, Flags=.p..R.F.C"
"12228","3.629726429","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-54dBm","5785MHz","43.3333","QoS Data, SN=692, FN=0, Flags=.p....F.C"
"12257","3.638803304","e8:48:b8:da:df:46","Broadcast","802.11","452","-53dBm","5785MHz","6","Beacon frame, SN=3514, FN=0, Flags=........C, BI=100, SSID=Olufsen60"
"12273","3.643363756","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-53dBm","5785MHz","21.6667","QoS Data, SN=692, FN=0, Flags=.p..R.F.C"
"12281","3.645371611","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","5785MHz","43.3333","QoS Data, SN=693, FN=0, Flags=.p..R.F.C"
"12282","3.645372890","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-54dBm","5785MHz","43.3333","QoS Data, SN=694, FN=0, Flags=.p..R.F.C"
"12283","3.645373730","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","139","-54dBm","5785MHz","43.3333","QoS Data, SN=695, FN=0, Flags=.p..R.F.C"
"12296","3.650762375","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","5785MHz","43.3333","QoS Data, SN=700, FN=0, Flags=.p....F.C"
"12304","3.652394606","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-55dBm","5785MHz","43.3333","QoS Data, SN=700, FN=0, Flags=.p..R.F.C"
"12312","3.653301581","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-55dBm","5785MHz","43.3333","QoS Data, SN=708, FN=0, Flags=.p....F.C"
"12320","3.654988638","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-55dBm","5785MHz","43.3333","QoS Data, SN=716, FN=0, Flags=.p....F.C"
"12321","3.654990006","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-55dBm","5785MHz","43.3333","QoS Data, SN=717, FN=0, Flags=.p....F.C"
"12328","3.657190434","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-56dBm","5785MHz","43.3333","QoS Data, SN=716, FN=0, Flags=.p..R.F.C"
"12329","3.657191786","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-56dBm","5785MHz","43.3333","QoS Data, SN=717, FN=0, Flags=.p..R.F.C"
"12339","3.661729131","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-55dBm","5785MHz","43.3333","QoS Data, SN=724, FN=0, Flags=.p....F.C"
"12354","3.665875545","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-55dBm","5785MHz","43.3333","QoS Data, SN=732, FN=0, Flags=.p....F.C"
"12360","3.667353791","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-55dBm","5785MHz","43.3333","QoS Data, SN=733, FN=0, Flags=.p..R.F.C"
"12361","3.667355125","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","135","-55dBm","5785MHz","43.3333","QoS Data, SN=735, FN=0, Flags=.p..R.F.C"
"12376","3.672484125","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-54dBm","5785MHz","43.3333","QoS Data, SN=738, FN=0, Flags=.p....F.C"
"12377","3.672928516","e8:48:b8:da:df:48","AMPAKTec_f7:74:97","802.11","1575","-55dBm","5785MHz","43.3333","QoS Data, SN=739, FN=0, Flags=.p....F.C"
